行動ID					
TFLAG:99で指定する値も兼ねる					
					
●0～	特殊な行動				
1307	最大ＥＰダウン		メッセージ17，27　命中、回避	鎮静剤あたりに最大ＥＰ回復をつけないとひどいことに。	
1308	援軍		メッセージ17，27　命中、回避		
1309	戦闘経験ダウン		メッセージ17，27　命中、回避	経験値に応じたレベルダウン処理もつけないと意味なし	
1310	眠気追加		メッセージ17，27　命中、回避	睡眠のデメリットがうすい無印ではただの回復効果になります。	
1311	悲鳴		メッセージ17，27　命中、回避	怯み効果	
1312	幻覚		メッセージ17，27　命中、回避

1314	ローパー	性ダメージ増加
1315	ローパー	性ダメージ増加
1317	ダブルイール	ウナギの衰弱毒
1318	汎用	射精ＥＰだめーじ
					
●1867～					
1867	プロトクリーナー	通常攻撃			
1868	プロトクリーナー	性攻撃			
1869	プロトクリーナー	衣服攻撃			
1870	プロトクリーナー	BV性攻撃			
1871	プロトクリーナー	拘束攻撃			
1872	プロトクリーナー	BCV性攻撃			
1873	根触手Ｂ吸収	強			
1874	根触手Ｂ吸収				
1875	口、脚Ｖ	せめ			
1876	鱗粉	衣服攻撃			
1877	人型汎用	通常攻撃			
1878	ミミック	口VC＋			
1879	ミミック？	特殊寄生			
1880	ミミック	Ｖ＋			
1881	ミミック	Ｃ弱			
1882	ミミック	Ａ弱			
1883	ミミック	Ｂ＋			
1884	複合	人形せめ			
1885	だきつき	胸あわせ			
1886	服だけが溶ける霧	衣服攻撃			
1887	Ｂ＋	かみつき			
1888	へびがなめる				
1889	Ｃ＋	かみつき			
1890	ＶＣＢ複合拘束	３回攻撃			
1891	Ｖ弱い				
1892	Ｃ				
1893	胸				
1894	Ｃなめる				
1895	Ｖなめる				
1896	胸なめる				
1897	Ｃ軽い				
1898	Ｖ軽い				
1899	胸軽い				
1900	糸	特殊攻撃	速度ダウン		
1901	暗闇	特殊攻撃	命中ダウン		
1902	トラウマ	特殊攻撃	回避ダウン		
1903	吹雪	特殊攻撃	回避ダウン		
1904	まぶしい光	特殊攻撃	命中ダウン		
1905	狂気の瞳	特殊攻撃	命中回避ダウン		
1906	電撃	通常攻撃			
1907	電撃ムチ	衣服攻撃			
1908	火炎	衣服攻撃			
1909	カマイタチ	衣服攻撃			
1910	氷責め				
1911	糸責め				
1912	地震	特殊攻撃	ひるみ効果		
1913	触手服をきせる	特殊攻撃			
1914	援軍	特殊攻撃	一応、バンシー用		
1915	眠気増加	特殊攻撃			
1916	ホフゴブリン	怯み効果			
1917	幻覚				
1918	悲鳴	怯み効果			
1919	プロトクリーナー	特殊攻撃			

2101	ワイヤーゴースト	通常
					
2103	ローパー	通常

2107		通常
2108	バンシー	通常

2114	ワイヤーゴースト　影触手　　　　　通常攻撃

2116	スキュラ　剃刀ヒトデ　　　通常攻撃
2117	バンシー　髪の毛を伸ばして攻撃　通常

2200	サンダーラプター
2201	レッサーヒュプノ	衣服
2202	ハウンド	衣服
2203	ローパー	衣服
2204	ダブルイール	白い泡
2205	ダブルイール	衣服BC　口ですいつき　特殊効果つき

2211	ワイヤーゴースト　鬼火　　　　　　衣服攻撃　Ｂ，Ｃ
2213	ヴォジャノーイ　かえる幼生　　　　　衣服攻撃　A,V
2214	スキュラ　珊瑚の剣　　　　衣服攻撃　ＢＣＶ
2215	バンシー　髪の毛を伸ばして攻撃　衣服　Ｂ
2216	アルケニー　衣服　Ｂ
2217	アルケニー　衣服　Ｂ

2300	サンダーラプター

2301	ローパー	C性弱

2303	蝶を使役

2306	ワイヤーゴースト　影移動抱きしめ　性攻撃　Ｂ、Ａ
2307	ヴォジャノーイ　かえるぴょこぴょこ　性攻撃　　Ａ
2308	ショゴスセル　水人形で感覚共有責め　性攻撃　Ｂ，Ｃ
2309	ショゴスセル　水人形で感覚共有責め　性攻撃　Ｖ
2310	バンシー　性攻撃　ABCVランダム
2311	スキュラ一時拘束胸揉み　性攻撃（通常）　Ｂ

2315	アルケニー　性攻撃　Ｂ

2500	ローパー	拘束
2501	ローパー	拘束
2502	ダブルイール	うなぎの拘束水辺に固定

2509	マンイーター　花の口へ一直線　　拘束
2510	アルケニー	拘束

2600	ローパー	C性強
2601	ダブルイール	うなぎの性強Ｖもぐりこみ

2614	マンイーター 花の口の中で凌辱　Ａ，Ｖ

2619	アルケニー	C性強
2620	アルケニー	B性強

2800	ローパー	V性強
2801	ダブルイール	もぐりこみ射精

2805	レッドプリン	寄生

2808	アルケニー	V妊娠

2959	スキュラ	竜宮の煙　　　　特殊　Ｃ

2961	アルケニー	特殊

